rank,player,team,games,games_started,mpg,fg,fga,fg_pct,fg3,fg3a,fg3_pct,ft,fta,ft_pct,orb,drb,reb,ast,stl,blk,tov,pf,pts,game_score,pr,pa,pra
364,Carter Bryant,SAS,4.0,0.0,9.1,0.8,2.8,0.273,0.5,1.8,0.286,0.0,0.0,,0.0,2.3,2.3,0.3,0.5,0.0,0.5,1.0,2.0,0.8,4.3,2.3,4.6
365,Taelon Peter,IND,2.0,0.0,5.2,0.5,1.5,0.333,0.5,1.5,0.333,0.5,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,2.0,0.8,2.0,2.0,2.0
366,Patrick Williams,CHI,4.0,1.0,18.8,1.8,7.8,0.226,1.3,3.8,0.333,0.0,0.0,,0.8,3.5,4.3,0.8,0.0,0.0,1.0,0.8,4.8,0.8,9.1,5.6,9.9
367,Jamal Cain,ORL,2.0,0.0,13.0,0.5,3.0,0.167,0.0,2.0,0.0,0.5,1.0,0.5,1.0,1.0,2.0,0.5,0.5,0.5,0.5,1.0,1.5,0.7,3.5,2.0,4.0
368,Jaylen Clark,MIN,4.0,0.0,9.1,0.5,2.3,0.222,0.5,1.5,0.333,0.5,0.5,1.0,0.5,0.5,1.0,0.0,0.3,0.0,0.3,1.0,2.0,0.7,3.0,2.0,3.0
369,Ariel Hukporti,NYK,3.0,0.0,6.1,0.0,0.3,0.0,0.0,0.0,,0.0,0.7,0.0,1.0,1.3,2.3,0.3,0.0,0.3,0.3,0.0,0.0,0.7,2.3,0.3,2.6
370,Caleb Martin,DAL,4.0,0.0,8.6,0.0,1.8,0.0,0.0,0.5,0.0,0.0,0.0,,0.5,2.0,2.5,0.8,1.0,0.3,0.3,1.3,0.0,0.7,2.5,0.8,3.3
371,Pete Nance,MIL,1.0,0.0,3.3,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.7,0,1.0,1.0
372,Hunter Sallis,PHI,2.0,0.0,5.3,0.5,1.0,0.5,0.0,0.0,,0.5,1.0,0.5,0.0,0.0,0.0,1.0,0.0,0.5,1.0,0.5,1.5,0.7,1.5,2.5,2.5
373,Bismack Biyombo,SAS,1.0,0.0,1.7,0.0,0.0,,0.0,0.0,,1.0,2.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6,1.0,1.0,1.0
374,Hunter Tyson,DEN,1.0,0.0,1.5,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.6,1.0,1.0,2.0
375,Jahmir Young,MIA,1.0,0.0,0.9,1.0,2.0,0.5,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.6,2.0,2.0,2.0
376,Asa Newell,ATL,3.0,0.0,3.9,0.0,0.3,0.0,0.0,0.3,0.0,0.0,0.0,,0.0,0.7,0.7,0.7,0.3,0.0,0.0,0.7,0.0,0.5,0.7,0.7,1.4
377,Yang Hansen,POR,4.0,0.0,6.4,0.8,3.8,0.2,0.3,2.0,0.125,0.3,0.3,1.0,0.0,1.5,1.5,0.8,0.0,0.3,0.0,0.8,2.0,0.5,3.5,2.8,4.3
378,Jaden Hardy,DAL,3.0,0.0,3.1,0.3,1.7,0.2,0.3,0.7,0.5,0.0,0.0,,0.3,0.3,0.7,0.3,0.0,0.0,0.0,0.3,1.0,0.4,1.7,1.3,2.0
379,Nigel Hayes-Davis,PHO,4.0,0.0,10.2,0.5,2.0,0.25,0.0,0.5,0.0,0.3,0.5,0.5,0.3,0.8,1.0,0.3,0.3,0.3,0.3,0.8,1.3,0.4,2.3,1.6,2.6
380,D'Angelo Russell,DAL,2.0,0.0,13.9,1.5,5.5,0.273,1.0,4.0,0.25,0.0,0.0,,0.0,0.5,0.5,2.0,0.0,0.0,1.5,1.0,4.0,0.4,4.5,6.0,6.5
381,Koby Brea,PHO,1.0,0.0,3.8,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3,1.0,1.0,2.0
382,Amir Coffey,MIL,2.0,0.0,3.6,0.5,1.5,0.333,0.0,0.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,1.0,1.0,1.0
383,Tosan Evbuomwan,NYK,2.0,0.0,2.3,0.0,0.5,0.0,0.0,0.0,,0.0,0.0,,0.5,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.0,0,1.0
384,Drew Peterson,CHO,1.0,0.0,9.5,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,,1.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.2,2.0,1.0,3.0
385,Jeff Green,HOU,2.0,0.0,4.9,1.0,3.5,0.286,0.0,2.0,0.0,0.0,0.0,,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,2.0,0.1,2.5,2.0,2.5
386,Isaiah Crawford,HOU,1.0,0.0,2.5,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
387,Myron Gardner,MIA,2.0,0.0,0.9,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
388,Johnny Juzang,MIN,1.0,0.0,1.5,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
389,Jalen Pickett,DEN,1.0,0.0,1.5,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
390,Pacome Dadiet,NYK,2.0,0.0,2.3,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,1.0,0,1.0
391,RayJ Dennis,IND,1.0,0.0,5.8,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.1,2.0,1.0,3.0
392,Bronny James,LAL,2.0,0.0,3.5,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,-0.2,0,1.0,1.0
393,Jahmyl Telfort,LAC,2.0,0.0,2.7,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,-0.2,0.5,0,0.5
394,Adou Thiero,LAL,3.0,0.0,2.9,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.3,0.3,0.0,0.3,0.0,0.3,0.7,0.0,-0.2,0.3,0,0.3
395,Cam Christie,LAC,3.0,0.0,6.7,0.3,3.0,0.111,0.0,1.0,0.0,0.7,1.3,0.5,0.3,1.0,1.3,0.3,0.3,0.0,0.3,0.3,1.3,-0.3,2.6,1.6,2.9
396,Kasparas Jakucionis,MIA,1.0,0.0,0.9,0.0,2.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.4,0,0,0
397,Curtis Jones,DEN,1.0,0.0,1.5,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4,1.0,0,1.0
398,Khaman Maluach,PHO,3.0,0.0,3.1,0.0,0.3,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,-0.4,0,0,0
399,Leonard Miller,MIN,1.0,0.0,1.5,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.4,0,0,0
400,Chris Youngblood,OKC,1.0,0.0,8.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,,0.0,2.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,-0.4,2.0,2.0,4.0
401,Lachlan Olbrich,CHI,2.0,0.0,11.5,0.5,2.0,0.25,0.0,0.5,0.0,0.0,0.0,,0.5,3.0,3.5,1.0,0.0,0.0,1.0,3.0,1.0,-0.5,4.5,2.0,5.5
402,Malaki Branham,WAS,2.0,0.0,7.6,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.5,0.5,1.0,0.5,0.5,0.5,1.0,0.0,-0.6,0.5,1.0,1.5
403,Sharife Cooper,WAS,2.0,0.0,2.9,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,-0.6,0,0,0
404,Jamir Watkins,WAS,1.0,0.0,2.8,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7,0,0,0
405,Noa Essengue,CHI,1.0,0.0,2.2,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.8,0,0,0
406,David Jones García,SAS,2.0,0.0,7.3,0.0,2.0,0.0,0.0,0.5,0.0,0.0,0.0,,0.5,0.5,1.0,0.5,0.5,0.0,1.0,0.0,0.0,-1.1,1.0,0.5,1.5
407,Chucky Hepburn,TOR,1.0,0.0,4.9,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,-1.2,1.0,0,1.0
408,Bones Hyland,MIN,1.0,0.0,1.5,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,-1.4,0,0,0
409,AJ Johnson,WAS,1.0,0.0,5.8,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.4,1.0,0,1.0
410,Brook Lopez,LAC,1.0,0.0,11.2,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.5,1.0,0,1.0
411,Trey Jemison,NYK,1.0,0.0,2.5,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,-1.8,0,0,0
412,Cody Williams,UTA,1.0,0.0,3.4,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.8,0,0,0
413,Nikola Jović,MIA,2.0,0.0,5.6,0.5,2.0,0.25,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.5,1.0,0.5,0.0,0.0,2.5,0.5,1.0,-2.3,2.0,1.5,2.5
