rank,player,team,games,games_started,mpg,fg,fga,fg_pct,fg3,fg3a,fg3_pct,ft,fta,ft_pct,orb,drb,reb,ast,stl,blk,tov,pf,pts,game_score,pr,pa,pra
365,Duop Reath,POR,3.0,0.0,5.3,0.7,2.3,0.286,0.0,0.7,0.0,0.0,0.0,,0.3,0.3,0.7,0.0,0.3,0.0,0.0,0.7,1.3,0.4,2.0,1.3,2.0
366,Yang Hansen,POR,3.0,0.0,3.6,0.0,1.3,0.0,0.0,0.7,0.0,0.7,0.7,1.0,0.0,1.0,1.0,0.3,0.0,0.3,0.0,0.3,0.7,0.4,1.7,1.0,2.0
367,Koby Brea,PHO,1.0,0.0,3.8,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3,1.0,1.0,2.0
368,Nigel Hayes-Davis,PHO,3.0,0.0,12.6,0.7,2.7,0.25,0.0,0.7,0.0,0.0,0.0,,0.3,1.0,1.3,0.3,0.3,0.3,0.3,1.0,1.3,0.3,2.6,1.6,2.9
369,Trey Jemison,NYK,1.0,0.0,0.3,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,1.0,0,1.0
370,Isaiah Livers,PHO,1.0,0.0,9.2,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,,2.0,1.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0.3,3.0,0,3.0
371,Pacome Dadiet,NYK,2.0,0.0,1.2,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.5,0,0.5
372,Johni Broome,PHI,3.0,0.0,10.8,0.7,5.0,0.133,0.0,0.7,0.0,0.7,1.3,0.5,1.3,2.0,3.3,1.0,0.7,0.0,0.7,1.7,2.0,0.1,5.3,3.0,6.3
373,Nique Clifford,SAC,4.0,0.0,12.6,0.8,2.8,0.273,0.3,1.3,0.2,0.0,0.0,,0.0,1.0,1.0,0.8,0.3,0.3,0.5,2.0,1.8,0.1,2.8,2.6,3.6
374,Cam Christie,LAC,3.0,0.0,11.2,0.7,4.0,0.167,0.0,1.3,0.0,0.3,1.0,0.333,0.7,2.3,3.0,0.0,0.7,0.0,0.3,1.0,1.7,0.0,4.7,1.7,4.7
375,Myron Gardner,MIA,1.0,0.0,0.9,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
376,Johnny Juzang,MIN,1.0,0.0,1.5,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
377,Chris Livingston,CLE,1.0,0.0,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
378,RayJ Dennis,IND,1.0,0.0,5.8,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.1,2.0,1.0,3.0
379,Hunter Tyson,DEN,2.0,0.0,1.6,0.0,0.5,0.0,0.0,0.0,,0.0,0.0,,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.5,0.0,-0.1,0.5,0.5,1.0
380,Ariel Hukporti,NYK,3.0,0.0,6.2,0.0,0.3,0.0,0.0,0.0,,0.0,0.0,,1.0,0.7,1.7,0.3,0.0,1.0,1.0,2.0,0.0,-0.2,1.7,0.3,2.0
381,Bronny James,LAL,2.0,0.0,3.5,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,-0.2,0,1.0,1.0
382,Taelon Peter,IND,3.0,0.0,4.6,0.3,1.7,0.2,0.3,1.7,0.2,0.3,0.7,0.5,0.0,0.3,0.3,0.0,0.0,0.0,0.3,0.3,1.3,-0.2,1.6,1.3,1.6
383,Jahmyl Telfort,LAC,2.0,0.0,2.2,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,-0.2,0,0,0
384,Adou Thiero,LAL,3.0,0.0,2.9,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.3,0.3,0.0,0.3,0.0,0.3,0.7,0.0,-0.2,0.3,0,0.3
385,Lachlan Olbrich,CHI,3.0,0.0,10.0,0.3,1.7,0.2,0.0,0.7,0.0,0.0,0.0,,0.7,2.0,2.7,1.0,0.0,0.0,0.7,2.7,0.7,-0.3,3.4,1.7,4.4
386,Olivier-Maxence Prosper,MEM,1.0,0.0,7.5,1.0,4.0,0.25,0.0,0.0,,0.0,0.0,,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,2.0,-0.3,5.0,2.0,5.0
387,Kasparas Jakucionis,MIA,1.0,0.0,0.9,0.0,2.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.4,0,0,0
388,David Jones García,SAS,3.0,0.0,2.7,0.0,0.3,0.0,0.0,0.0,,0.0,0.0,,0.0,0.3,0.3,0.3,0.3,0.0,0.7,0.3,0.0,-0.4,0.3,0.3,0.6
389,Leonard Miller,MIN,1.0,0.0,1.5,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.4,0,0,0
390,Jalen Pickett,DEN,2.0,0.0,1.6,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4,0,0,0
391,Rayan Rupert,POR,4.0,0.0,7.4,0.3,1.5,0.167,0.3,0.8,0.333,0.0,0.0,,0.3,0.5,0.8,0.0,0.3,0.3,0.5,1.0,0.8,-0.4,1.6,0.8,1.6
392,Sharife Cooper,WAS,2.0,0.0,2.9,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,-0.6,0,0,0
393,Khaman Maluach,PHO,2.0,0.0,3.1,0.0,0.5,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,-0.6,0,0,0
394,Jaden Hardy,DAL,2.0,0.0,2.3,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7,0,0,0
395,Jamir Watkins,WAS,1.0,0.0,2.8,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7,0,0,0
396,Johnny Furphy,IND,1.0,0.0,16.4,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,-0.8,2.0,0,2.0
397,Chucky Hepburn,TOR,1.0,0.0,4.9,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,-1.2,1.0,0,1.0
398,Bones Hyland,MIN,1.0,0.0,1.5,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,-1.4,0,0,0
399,AJ Johnson,WAS,1.0,0.0,5.8,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.4,1.0,0,1.0
400,Nikola Jović,MIA,3.0,0.0,5.7,0.3,2.0,0.167,0.0,0.7,0.0,0.0,0.3,0.0,0.3,1.0,1.3,0.3,0.0,0.3,1.7,0.3,0.7,-1.5,2.0,1.0,2.3
401,Gui Santos,GSW,1.0,0.0,5.9,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,-2.8,1.0,1.0,2.0
